X,F,G
"[2.081851804455842, 1.3696693672010367, 2.461799707690768]","[5.913320879347646, 53.35281456172523, 2.641916965231358]","[-4.086679120652354, -5.754328220790351, -5.890228545015225, -5.901244246691637, -6.14561374460048, -6.105913636625681, -5.967951246015578, -9.534311604953201, -9.512125245524345, -9.467282750832913, -9.777708819677366, -9.754617623857255, -9.473148436416302, -47.65113789525192, -48.04081529733055, -49.012859836248516, -49.07832119340227, -49.48124705196415, -47.58752370644845, -99.36609817878482, -61.31563829046556, -82.63890878503962, -98.49609646689144, -99.9088533912507, -99.99987797832077]"
"[2.9759037407499473, 1.4585355733910215, 3.800481082276594]","[8.234920396417563, 53.725820177033356, 0.9699442064115246]","[-1.7650796035824374, -5.893673396730114, -5.981118269398366, -6.023020763905984, -6.162491028873165, -6.161993444861806, -6.0039274208087665, -9.780317023919503, -9.720560291073431, -9.743080362908852, -9.859164579766777, -9.881098214080039, -9.661165891767181, -49.5720124389298, -49.1896044578699, -49.62420031051548, -49.591372148186345, -49.79911615484178, -48.95589245038254, -99.7468014981677, -60.949577460600054, -82.7588942554735, -98.50249673818243, -99.91015780753516, -99.99994479913094]"
"[2.844497231978756, 1.1522147666059166, 2.058847817719979]","[6.055559816304651, 52.359707278379666, 3.192195714188052]","[-3.944440183695349, -5.846170619837453, -5.785343444351526, -5.825618830249377, -6.169920709372833, -6.0645547182063035, -5.950488504575503, -9.590072636783082, -9.252694687430587, -9.360371492066893, -9.805534404582557, -9.691462227875377, -9.370977480447095, -48.24759703489072, -45.86510428814876, -46.6765486206198, -49.09905236676907, -48.38302596068984, -46.67063399498787, -99.23594251460533, -60.60737630395081, -82.52611375190372, -98.49077930534251, -99.90662462100293, -99.9998760520634]"
"[0.8101851078647758, 1.0, 1.0009682339223807]","[2.811153341787157, 76.8209753581649, 32.213795718795744]","[-7.188846658212843, -4.78614017503728, -5.376000042706598, -5.135780723192664, -5.990688427120317, -5.752841415080342, -5.730446536874566, -6.336516653824319, -7.46073406163933, -6.567834124092476, -9.06202161973982, -8.425907663807305, -8.201667331418454, -5.317164566131339, -37.52046101863945, -39.58513608876866, -41.74126866522724, -45.24670868972879, -30.60359256822563, -93.04910980621588, -54.77129822736006, -81.97229795574673, -98.45692487729504, -99.85125498279109, -99.9992905068158]"
"[0.7826031481007644, 1.0, 1.0]","[2.7826031481007645, 79.52949276919061, 34.38117200969674]","[-7.2173968518992355, -4.708836334195194, -5.337939671378162, -5.079425362093106, -5.976780344473494, -5.726980327016967, -5.728031350072404, -6.1282483941862, -7.313561526783616, -6.3251552543639615, -9.012557068784586, -8.31548187774383, -8.185806117670971, -2.4797499730615016, -38.81799063092157, -38.600259359372615, -41.28379422885078, -44.795533452545065, -30.3992736622136, -92.14941296744188, -54.29361679357369, -81.95641651991471, -98.45576171748426, -99.84581761356897, -99.99926391050354]"
"[0.7645984690798138, 1.0, 1.0]","[2.7645984690798135, 81.55105984771231, 35.977845147989306]","[-7.2354015309201865, -4.653804264498502, -5.309369096361523, -5.039390393733668, -5.9667523646771725, -5.708603627489228, -5.7265502313123875, -5.889085265387908, -7.20430674750294, -6.14971111443008, -8.977174681801944, -8.23550199372852, -8.176015066242744, -0.4669860363768805, -39.80482305580756, -37.88843518131201, -40.9596601282862, -44.46924380928716, -30.284036553398487, -91.4843248733601, -53.93986171009975, -81.94195865223566, -98.45446887872014, -99.84183300670504, -99.99924511722068]"
"[1.1865616629762186, 1.0, 1.2122839207237994]","[3.3988455837000178, 59.45112996304566, 15.21460123375366]","[-6.601154416299982, -5.360986421469064, -5.550065433241556, -5.54550521077679, -6.081120982845404, -5.936010986813213, -5.794880924963673, -8.093607875934483, -8.447071820307857, -8.301291687990519, -9.435808231917468, -9.213381669398597, -8.597902210841243, -31.754055848727447, -37.77834976752365, -42.08831957351323, -45.72730699324684, -46.02552138713841, -37.442858574395686, -97.54450326468502, -58.50575984733448, -82.16910931762756, -98.46729394330461, -99.89237921277254, -99.9995769651156]"
"[3.6590883759043464, 1.6960357097158716, 3.151955200537914]","[8.507079286158133, 52.151646306272795, 0.9942642039110084]","[-1.4929207138418672, -5.9693747352621855, -5.955447367226807, -5.987113803143841, -6.198810790485811, -6.1415623160155635, -6.0510598248252085, -9.813845006375356, -9.677410741175892, -9.736141740638534, -9.899865593643128, -9.872016186753878, -9.703923644168269, -49.420617345198025, -48.83065290343327, -49.12922010470154, -49.68703040437583, -49.571811249528714, -48.96027445263628, -99.66899618345002, -61.49269081824459, -82.72021008222256, -98.50214928063255, -99.90745225575601, -99.99994219976]"
"[1.3976133026893671, 1.0072979047762247, 1.5170945199155925]","[3.922005727381184, 55.376279168843766, 9.3115363292168]","[-6.077994272618816, -5.502432755000159, -5.672241694094808, -5.690709952684468, -6.0954368444734754, -6.003653505200688, -5.837220463167421, -8.790773306548287, -8.869384957082366, -8.786198927298274, -9.541895481074702, -9.438360266463311, -8.87410276705409, -40.46807889962701, -42.57708866308957, -45.60151403146247, -47.06243593521701, -47.757326363936286, -41.79533693078039, -98.38408216899468, -59.89763465108604, -82.33465411951443, -98.47684620585896, -99.90485250425156, -99.99970776468403]"
"[1.1296000440444907, 1.0105667104097127, 1.1469907085366602]","[3.2871574629908635, 61.38287753797261, 17.217660950592688]","[-6.712842537009136, -5.3084830230317746, -5.515451243872171, -5.499557465528378, -6.075664724578783, -5.914915409836033, -5.784137565748647, -7.8535822091906535, -8.326466465847325, -8.133941823148328, -9.404148613803601, -9.1365073762237, -8.530816230872961, -28.411284796309445, -36.42135431409416, -41.1387015291495, -45.31283151964247, -45.55426139722586, -36.14974570181297, -97.27483199291325, -57.9723201892357, -82.12590042626863, -98.4646475859492, -99.88710082373952, -99.99953481871346]"
"[1.9466055830629871, 1.0, 2.6878580689225267]","[5.634463651985514, 54.07104360479171, 3.0782283096139365]","[-4.365536348014486, -5.693186177925252, -5.859368034823535, -5.885803777832617, -6.095240780569121, -6.098373454901691, -5.865626890570217, -9.486647370291456, -9.435785551405012, -9.417915781992367, -9.682940658734543, -9.733736905493025, -9.272939109154002, -48.49072114847084, -47.79088390303261, -49.07095932785647, -48.67940869997686, -49.55573760152788, -46.80501388878773, -99.41162374098883, -60.40029200834242, -82.61849270944458, -98.4895527732771, -99.91423975436474, -99.99987842991413]"
"[1.2249732226752046, 1.0421344809364732, 1.4956259836189316]","[3.762733687230609, 58.4981616878351, 11.06218711821058]","[-6.237266312769391, -5.36934945200962, -5.68039973733212, -5.604887502686807, -6.07225573873087, -5.969087779657526, -5.83353224080751, -8.491853754238608, -8.810065761020615, -8.489059953402716, -9.475333228378734, -9.307253235807124, -8.854374051164474, -37.33408977338217, -43.7896042379242, -46.57811183279013, -46.583319271547296, -48.44438320863324, -41.517303124827905, -98.07399513707296, -59.61516920876416, -82.3636067515157, -98.47888828944436, -99.90180614246422, -99.99966533004428]"
"[0.928035348097789, 1.0, 1.0]","[2.928035348097789, 69.00167466924718, 26.07855857305853]","[-7.071964651902211, -5.046710470437174, -5.4081611947920045, -5.323505380541061, -6.03683395412751, -5.838456227614492, -5.738807986403518, -6.925563369585237, -7.855388194064575, -7.328038418000672, -9.224666660795338, -8.769738483879681, -8.257219751480163, -14.11722999323112, -33.28664156989038, -40.29356622762097, -43.21978142348445, -45.033430073202965, -31.24628683895685, -95.69154384145232, -56.067155264408704, -81.97910532255297, -98.45583364896913, -99.86689815490583, -99.99937350693259]"
"[1.7203822693692425, 1.1031406304699511, 1.8855950535404258]","[4.70911795337962, 53.55495711151733, 5.252028321024076]","[-5.29088204662038, -5.647441068479382, -5.771387574903369, -5.804486450942563, -6.120628797715409, -6.05639719955049, -5.893083354242216, -9.266744281103005, -9.197781267751628, -9.190917178891329, -9.667257265072028, -9.624495445721607, -9.169858217997554, -45.352574236106136, -45.56803958350892, -47.38856575190208, -48.23366425732728, -48.66718766309082, -45.08032575202493, -98.96413772628644, -60.66015491962539, -82.481358575766, -98.48587017924935, -99.9086557419496, -99.99980720810755]"
"[1.9147871543458423, 1.0, 1.4758645313144443]","[4.390651685660287, 53.27942705429786, 7.821420313126321]","[-5.609348314339713, -5.720732056765743, -5.634041503809529, -5.674026786148256, -6.138534609756173, -5.99295871761149, -5.86027901920899, -9.071542913807605, -8.71530429188162, -8.892868525213945, -9.665854973698963, -9.466502606005744, -8.954158884831871, -43.67969374278855, -40.57668484521884, -42.48856806109852, -47.89402912584968, -46.34132785968458, -42.32347376965458, -98.49782602907257, -59.65013140790611, -82.29980723392849, -98.4774777877891, -99.9029371209974, -99.99975464232763]"
"[1.3777462989741254, 1.0, 1.572912528613517]","[3.9506588275876426, 55.341442753372455, 9.059021871243878]","[-6.049341172412357, -5.486571514246959, -5.691552428309208, -5.696731728288083, -6.088875545537251, -6.010665490972402, -5.836230222276204, -8.819655185021109, -8.911146245104865, -8.776703406997537, -9.531607810764509, -9.436213906450188, -8.887799444612806, -40.8133265433048, -43.369538024666404, -46.44858325608987, -47.05814812220481, -48.1556949512308, -42.13479784201215, -98.4533996354647, -60.04906633669871, -82.35786969392562, -98.47789212664071, -99.9064786588575, -99.99971409371413]"
"[1.3880387833542775, 1.0, 1.6599851978831162]","[4.048023981237393, 55.09144134738019, 8.402954058349833]","[-5.951976018762607, -5.488818891932177, -5.718200195688091, -5.703023037466744, -6.085092628959477, -6.014164739936996, -5.839552312652927, -8.89658277959026, -8.979285686290595, -8.811470303313161, -9.535602066488227, -9.453892405927629, -8.928272404337205, -41.68343692357536, -44.3147574824785, -47.29829126159116, -47.18832721140397, -48.56321513553726, -42.76800856782857, -98.57363429958721, -60.25745834803678, -82.39281097797429, -98.47968872162613, -99.90852989180382, -99.99972990737004]"
"[1.7447039774835256, 1.0, 2.056750502267917]","[4.801454479751443, 53.06324902284825, 4.854289449428705]","[-5.198545520248557, -5.645405757899636, -5.783592859123284, -5.8338796181685, -6.105766744840263, -6.070010180080262, -5.8672051432843455, -9.364146886471632, -9.222072835610486, -9.232174396514075, -9.644117784420832, -9.644523519676968, -9.132253136769206, -46.55281152050737, -45.99397572219894, -47.89612202729617, -48.18734920213912, -48.90331326002991, -45.1885161570718, -99.12848280684143, -60.5901894190323, -82.48757641511945, -98.48449089171744, -99.91219619484863, -99.99982522389203]"
"[0.8438684737143204, 1.0, 1.0]","[2.8438684737143203, 74.05496766789537, 30.043290894298877]","[-7.15613152628568, -4.871342118376233, -5.3904640872992635, -5.197292141484267, -6.006033437844183, -5.781073730941599, -5.732808104159293, -6.534157399093019, -7.607409452812034, -6.826130166308734, -9.11578941828613, -8.543196256711886, -8.217277171339717, -8.244562038735324, -36.033731256151384, -40.63757414928757, -42.22737632776, -45.728224355399306, -30.773454977661274, -93.99656054598445, -55.24169122396137, -81.97969077931711, -98.45707981559394, -99.85673390784062, -99.99931796643668]"
"[1.3223263412937356, 1.0069080133854462, 1.458966569365105]","[3.7882009240442867, 56.36846516075406, 10.446267039645438]","[-6.211799075955714, -5.454567611682849, -5.6562449553719505, -5.663068959995725, -6.0882435139422, -5.991431078252797, -5.828764320721142, -8.638513507395762, -8.804440602704128, -8.660717764339307, -9.51029232346501, -9.381838424454793, -8.8223984671142, -38.75661690521691, -42.15377592772321, -45.513564446868344, -46.75774524323154, -47.698015342245846, -41.09597206633226, -98.2306095821561, -59.69261294000121, -82.31398270175626, -98.47561025285152, -99.90297602953368, -99.99968075622061]"
"[3.7303193139092077, 1.7897180490055067, 4.017358167936433]","[9.537395530851148, 52.77118918267748, 0.6329257926411136]","[-0.462604469148852, -5.973412600991039, -6.010043739874763, -6.047787509876795, -6.194393125760771, -6.170309110273234, -6.061939422092411, -9.860639075150255, -9.774758757642244, -9.813654799564564, -9.908617773389011, -9.911610590661557, -9.759848031612908, -49.69078816126202, -49.362328160466845, -49.60636873015338, -49.760930476078016, -49.800698842194414, -49.317588748585905, -99.79215951519114, -61.39470971140656, -82.77187328076435, -98.50480786600406, -99.90866093026426, -99.99995818490868]"
"[2.395047335733336, 1.072153616628589, 2.807776335254259]","[6.274977287616185, 54.35762326691604, 2.2247145558217243]","[-3.725022712383815, -5.782686785783228, -5.86321364605482, -5.93660438891054, -6.1313069984798085, -6.116392167812538, -5.915332131972172, -9.659232293545365, -9.473052818259458, -9.572587962177163, -9.764164490998487, -9.798008289943393, -9.399960656052606, -49.26550793482485, -47.8480011127184, -48.80126016487184, -49.083992435698065, -49.38200433851017, -47.5127377220548, -99.58780240647846, -60.193587336369106, -82.62777287555659, -98.49209869866158, -99.91088149635259, -99.99990835081269]"
"[2.3311801867670794, 1.2583828317279253, 2.6045205688570414]","[6.194083587352046, 52.65346507812528, 2.2716530548525675]","[-3.805916412647954, -5.803069616788623, -5.8821894403123345, -5.928440566740558, -6.149201502211966, -6.113950930544959, -5.9583533172548, -9.644134866657389, -9.507234802527888, -9.551941202957252, -9.789806370093599, -9.790527016912517, -9.466835237310933, -48.53047400547795, -47.921905150287465, -48.7900465032357, -49.15956018437451, -49.38117248295647, -47.672591314382764, -99.4777316568601, -61.0995048543916, -82.63328415473703, -98.49518376073743, -99.90988853986414, -99.99989670069762]"
"[0.9189684787008268, 1.0, 1.0]","[2.918968478700827, 69.44501330021178, 26.422750622615908]","[-7.081031521299173, -5.0299287582898975, -5.407159140598593, -5.311494510036434, -6.033936860160842, -5.833454431909437, -5.738189228449075, -6.889528469666178, -7.83567850674341, -7.282426958467484, -9.21437156068123, -8.749235945954158, -8.253026997960745, -13.573823323831647, -33.53582657200391, -40.66939177007703, -43.12625175804416, -45.204787406979875, -31.197473966950938, -95.59430517752048, -55.99861210929287, -81.9799826445033, -98.45598673743937, -99.86601039776271, -99.99936834125982]"
"[4.918923827997412, 1.8367081842050106, 3.140819741744175]","[9.896451753946597, 51.94820199196272, 0.8253915567575465]","[-0.1035482460534034, -5.99710247804622, -5.961896633772254, -5.983987994498124, -6.215427294126494, -6.140401116744393, -6.076211211276314, -9.825459568197513, -9.687430630908747, -9.725581566522376, -9.927308747725174, -9.868047754567927, -9.75086955447251, -49.52982810326492, -48.87782441026323, -49.063066530496364, -49.78494476244911, -49.54643982390706, -49.14614246612303, -99.67320571964615, -61.57475157355353, -82.73052511861903, -98.50325935542863, -99.90669120293674, -99.99994927731098]"
"[0.8083613797562261, 1.0, 1.0]","[2.808361379756226, 76.99037130648591, 32.36930840747079]","[-7.191638620243774, -4.7814511354338185, -5.374355668483074, -5.132200037924025, -5.989930008870984, -5.7511993758608355, -5.730077139359523, -6.322601383639341, -7.450850188986528, -6.552546471728114, -9.058950598616796, -8.418935202812962, -8.199325356065657, -5.0911172344728755, -37.54823266106206, -39.523774495807864, -41.70816889119314, -45.21847390060575, -30.559886793103114, -92.99625695644778, -54.73624306060085, -81.97021359880907, -98.45678953211274, -99.85085544266634, -99.99928835105598]"
"[1.7572416634952868, 1.0, 2.132982060156931]","[4.890223723652218, 53.10881575040624, 4.592816327840676]","[-5.109776276347782, -5.647797578435228, -5.79654901040007, -5.837995179051815, -6.103372153037281, -6.07623748738425, -5.867154617874132, -9.372772253539445, -9.256978411745001, -9.252935451216937, -9.64683398746514, -9.655088227805548, -9.151688903316034, -46.83569721121916, -46.33950257865552, -48.19215821938069, -48.247211175108035, -49.046145701773746, -45.440701236156606, -99.1825056717564, -60.623721841793895, -82.50623500995408, -98.48525892380351, -99.91281654734853, -99.9998324474036]"
"[1.1105935734134844, 1.0, 1.0]","[3.1105935734134844, 63.05667718559483, 21.660891136992973]","[-6.889406426586516, -5.308016618540724, -5.410468687135749, -5.403353269422616, -6.080623169939072, -5.8682115155032, -5.749910891701164, -7.441460369064, -7.837035521237292, -7.940059598122279, -9.380500261004315, -9.03902738511435, -8.331884700861503, -22.00889285123671, -29.85028414885508, -34.95949902150139, -44.636991904553554, -42.60664612215075, -32.13442315405804, -96.6341420074959, -56.82500272571485, -81.95865566384555, -98.45467778949622, -99.87798535328919, -99.99944939146667]"
"[1.2922924258642035, 1.0, 1.2163530806440495]","[3.5086455065082527, 57.81207954106099, 13.999879445595338]","[-6.491354493491747, -5.451392783171315, -5.546612629281441, -5.560879950157114, -6.097040062569502, -5.9416546902417835, -5.801896120019762, -8.265577342293295, -8.397123269782831, -8.476419521222898, -9.489192489606463, -9.288280746471154, -8.634634471499526, -33.99960583758485, -37.00241651137067, -40.73893418820049, -46.16937545695225, -45.416520527209215, -37.849378307331655, -97.65182396878909, -58.63581592098947, -82.16212458779864, -98.46742177905905, -99.89431411413273, -99.99960396592455]"
"[0.7883448965079154, 1.0, 1.0]","[2.7883448965079154, 78.92919994853341, 33.90628572754164]","[-7.211655103492085, -4.725632947166518, -5.3465974339220255, -5.091633840756975, -5.979829647598943, -5.732591653230683, -5.72850611879952, -6.187856455310751, -7.346034079539012, -6.3780587729651845, -9.023339307926404, -8.339564583226426, -8.188791346451346, -3.0879514967354282, -38.52113314227341, -38.815315179700484, -41.3822265747319, -44.89414870858754, -30.435503094604833, -92.34788691801772, -54.398290927529644, -81.96011256941996, -98.45606961822446, -99.84700482749047, -99.9992695967074]"
"[1.0472478077332945, 1.0, 1.0]","[3.0472478077332945, 64.62828597203085, 22.782345335293382]","[-6.952752192266706, -5.231122027239677, -5.411840025622719, -5.389180870459525, -6.068065556511094, -5.862744465800743, -5.746298473106995, -7.29960676412751, -7.886111806273515, -7.784402335244532, -9.335585403717452, -8.972053145240537, -8.307567945502976, -19.81089532012868, -30.764365006570728, -36.41554935868544, -44.228706072249395, -43.26782946716065, -31.84535118729535, -96.55420533459548, -56.66435467290785, -81.96494910859828, -98.45467807594089, -99.87530707117773, -99.99942808707088]"
"[3.4311946310604573, 1.7914316529176921, 4.034368283488203]","[9.256994567466354, 52.69507195742913, 0.6769200091195111]","[-0.7430054325336464, -5.953152822117706, -6.016030134870234, -6.051231707939408, -6.187627807350536, -6.172471518704059, -6.056044279460386, -9.835429626347779, -9.780401990457237, -9.7988952680135, -9.900098551343458, -9.90635300181932, -9.752114010638573, -49.61066204299807, -49.40257884528248, -49.67823677276751, -49.73642378976431, -49.83307752775908, -49.29384339003836, -99.78261932983614, -61.511054255793525, -82.77570715304813, -98.50499702044506, -99.90889653650359, -99.99995482611507]"
"[0.9565899148639619, 1.0023254778492665, 1.0679358803209578]","[3.026851273034186, 67.20828242033643, 23.184505846997325]","[-6.973148726965814, -5.084939070318737, -5.461161682826919, -5.3620364630483985, -6.039538947882607, -5.856852316637668, -5.756357800617816, -7.202623695191832, -8.023332420206224, -7.501095627516394, -9.257176934956355, -8.85082869875004, -8.363831498406313, -18.867653845318728, -36.107727214957606, -42.61299351290674, -43.79070876040899, -46.158509227274294, -33.44395168973418, -96.09763466136796, -56.760107515188935, -82.06428024227068, -98.46131104915389, -99.873769089273, -99.99942653166326]"
"[3.182072407862077, 1.6405844028411936, 3.5243975882096406]","[8.34705439891291, 52.560798319403204, 0.9312752814470777]","[-1.6529456010870902, -5.927807419560569, -5.980651050413007, -6.018863075398254, -6.182542903633816, -6.156816504800726, -6.03703701841859, -9.80888443451503, -9.720981521079448, -9.755476629069776, -9.882448317132711, -9.8851537260625, -9.698411815750445, -49.456684940801075, -49.11774682446068, -49.477344420833035, -49.65074659381594, -49.73350011532237, -49.02464911276595, -99.72044857337148, -61.44590906483345, -82.74322186948909, -98.50287548381006, -99.90883392377327, -99.99994411022561]"
"[1.0133603146309178, 1.0128567324137943, 1.0050111010836822]","[3.0312281481283945, 66.08020373845852, 23.200212899617913]","[-6.9687718518716055, -5.181333913991964, -5.416610856035759, -5.37890717385811, -6.060633075759895, -5.858971263301712, -5.748386514163739, -7.220918938377633, -7.9510549247534055, -7.686812791373933, -9.314241639978187, -8.93001756132898, -8.32088282853424, -18.67844432019899, -31.865663580473864, -37.77009890029606, -44.07340518227994, -43.89612919909695, -32.06509906155471, -96.41863550030133, -56.51294256751346, -81.98283823051798, -98.45561684920767, -99.87295450160548, -99.99941939866213]"
"[2.933632410740432, 1.2825863276360818, 3.6902126648782976]","[7.906431403254812, 55.27394753587736, 1.1227840308479822]","[-2.093568596745188, -5.868220746038092, -5.9489574303574155, -6.015458024624494, -6.151616449689123, -6.154187411565789, -5.972025033071559, -9.771886710529547, -9.669412617368508, -9.729327001719632, -9.839160011016856, -9.873059102174293, -9.602419506094988, -49.71456649080806, -48.97280585901426, -49.48675548363179, -49.51313746658599, -49.729834196214135, -48.729022038182585, -99.71564386526715, -60.21756288214055, -82.74458711602674, -98.49992531287947, -99.90995816798318, -99.99994338795334]"
"[1.4125637812502485, 1.0, 1.4111002306966847]","[3.823664011946933, 55.47635084587563, 10.28421232402518]","[-6.176335988053067, -5.518528297762849, -5.630143345477498, -5.6552780228379556, -6.102244703981961, -5.98594854209982, -5.829546030913692, -8.69904798012634, -8.72351583559379, -8.752538972506535, -9.54322091978121, -9.418295553338499, -8.810856771458344, -39.385308800209, -40.75602314956021, -43.829813357338324, -46.92501999079525, -46.91550157938248, -40.76673136239961, -98.20768960586139, -59.55684671559818, -82.27762526359274, -98.47397774813342, -99.90218517027361, -99.99968669333258]"
"[0.7701729029997633, 1.0, 1.0]","[2.7701729029997635, 80.9013029831694, 35.46540740066115]","[-7.2298270970002365, -4.671266974259707, -5.318414002651626, -5.052076420902106, -5.969946653882461, -5.714426173119214, -5.727007586538792, -5.964995044106761, -7.239381543468824, -6.205517907013133, -8.988392864558573, -8.26093894138558, -8.17902242678203, -1.107883186093261, -39.48989155197552, -38.11473484237433, -41.06261020245114, -44.573343637179214, -30.31998227062537, -91.69783237740695, -54.05372364472749, -81.94691071780235, -98.45492315286015, -99.84310958887039, -99.99925109736733]"
"[1.0645102805904243, 1.0060751712547176, 1.0016551488564578]","[3.0722406007016, 64.34802063112619, 22.310370513128124]","[-6.927759399298401, -5.252077308604401, -5.413358953495612, -5.394415721138878, -6.071960076957878, -5.864908104079516, -5.749065819098335, -7.344851803111165, -7.8849315275661045, -7.835865257824565, -9.351471284054861, -8.994735931521834, -8.326012698868897, -20.53373345732129, -30.69261075849431, -36.150621902381204, -44.38760170822667, -43.15250452513385, -32.082095089473626, -96.58833966593188, -56.70243998487609, -81.96883495784957, -98.45494936731043, -99.87587273198343, -99.99943604006307]"
"[2.4915401181944907, 1.5389248950707115, 2.8008249542272]","[6.831289967492402, 52.817012229303806, 1.704268936567586]","[-3.1687100325075983, -5.842052079582448, -5.931910372731294, -5.958653294296309, -6.167183799438825, -6.129329417267102, -6.007312487760539, -9.671846303453869, -9.61878053271663, -9.617526609478483, -9.836332666748161, -9.822649514127264, -9.595270745583639, -48.58810204784323, -48.576066456026055, -49.19276041493081, -49.405734900713156, -49.58516577765645, -48.37420671946485, -99.52882408888205, -61.5044141792136, -82.68857449608869, -98.49955644422337, -99.90795173066124, -99.9999102713971]"
"[3.327163212041822, 1.962342199682431, 3.741864490725524]","[9.031369902449777, 52.464867552991784, 0.734231770456587]","[-0.9686300975502231, -5.951362911394135, -6.014989630338024, -6.039209484547438, -6.193951074662763, -6.167284948972842, -6.069756800761722, -9.823870563644178, -9.778073030572296, -9.784231401766876, -9.904514946218868, -9.899741123653682, -9.762071136859893, -49.43636378616986, -49.36853126277779, -49.64008003766083, -49.73809215077102, -49.81521955600339, -49.28176293189138, -99.73904978474877, -61.79336228934697, -82.76774321041809, -98.50484012902844, -99.90739619697369, -99.99994964397499]"
"[2.0428943257539833, 1.1702625106487201, 2.4814779702891983]","[5.6946348066919015, 52.89917182591795, 2.909718285521746]","[-4.3053651933080985, -5.7371092831432, -5.866224780421094, -5.900055840859378, -6.129080725305535, -6.105106246478531, -5.9271249005484306, -9.535904496740493, -9.453866939451508, -9.447679546821195, -9.740186266213913, -9.74509135141369, -9.376956371492758, -47.96891003295401, -47.695087966205904, -48.86593529132742, -48.892712145487465, -49.40118791035922, -47.12305273072517, -99.39415585806113, -61.04514015414385, -82.60842933086164, -98.49285802880655, -99.91140943585795, -99.99987609386926]"
"[3.429098876290314, 1.791004703888216, 4.033866792548736]","[9.253970372727267, 52.69533482025158, 0.6775538488257564]","[-0.7460296272727334, -5.952968961005283, -6.0160146740537, -6.051202642511891, -6.187567452684084, -6.172461942952432, -6.055960193464263, -9.835228733676953, -9.780348389261782, -9.798720775224925, -9.900009120988898, -9.906280483003803, -9.751972230273452, -49.61005641830497, -49.40249890217994, -49.67849655452771, -49.73613349813766, -49.83318270202114, -49.29331854781103, -99.78249876691748, -61.51124051323774, -82.77569107364164, -98.50499532382769, -99.90889879204923, -99.99995479210014]"
"[0.8494311585167265, 1.0021558884327648, 1.0020790712438044]","[2.8536661181932956, 73.75396400434403, 29.634918789663065]","[-7.146333881806704, -4.883182743745095, -5.393620456579212, -5.205994381933975, -6.008209836127264, -5.7850891748611115, -5.734246653806564, -6.569200489820723, -7.6319889394274245, -6.866030157618072, -9.125120251904146, -8.56136388060067, -8.226691649688657, -8.812514261669463, -35.97491483825175, -40.80524852259393, -42.32741918169839, -45.80465455090159, -30.916545110850997, -94.11719850038152, -55.30411176517833, -81.98394841606873, -98.45726643792008, -99.85753123344793, -99.99932371403497]"
"[1.3723082351846014, 1.0, 1.7171231894531898]","[4.089431424637791, 55.185649635404474, 8.224189096114621]","[-5.910568575362209, -5.4757283378453, -5.736194230431244, -5.696191797458248, -6.079081688953518, -6.011121669610258, -5.839315197023099, -8.9105555301482, -9.012572885000418, -8.79719939558467, -9.528582419096827, -9.448885960981922, -8.946142718094249, -41.893051722911935, -44.9782443474832, -47.468311267004, -47.20587302313538, -48.85160261082712, -43.0878926285648, -98.62476219891145, -60.374565953601106, -82.41707864996435, -98.48096325901973, -99.90984069985038, -99.9997344231836]"
"[0.7685360198935315, 1.0, 1.0]","[2.7685360198935314, 81.09039392588029, 35.614148274561614]","[-7.231463980106469, -4.666169297602503, -5.315769923774793, -5.048371363516097, -5.969015771044149, -5.71273376000991, -5.7268731769703995, -5.942878579965486, -7.229270494180322, -6.189297538676691, -8.985123893641223, -8.253538249477002, -8.178136682896733, -0.9213836867068608, -39.581469720851516, -38.04873167295435, -41.03262766222579, -44.54312814861036, -30.309452182878463, -91.63569329395555, -54.02084422315823, -81.94548724685679, -98.45479922158538, -99.84273883602421, -99.99924935678888]"
