X,F,G
"[2.820212672683368, 1.5372762089786867, 2.327408136579226, 1.4721478190932396, 1.9480193565249433]","[10.105064193859462, 146.62183284369272, 10.901928286608122]","[-39.89493580614054, -5.718393216682795, -5.49342852628607, -5.117222682123696, -4.790935649557927, -5.5160222852716485, -3.2114847247405542, -9.360277809890796, -9.13671464214288, -8.019143468693471, -7.974061506263695, -8.871418233085015, -4.485380416500815, -47.03568344012487, -48.9082941549692, -42.12670600868931, -47.21243978076431, -44.45521392162506, -23.270616761795285, -98.95866681730182, -52.31186926919532, -82.60742863813513, -98.31786418788926, -99.70772238118863, -99.99934822849856]"
"[7.8324850846492335, 2.9674306878737355, 3.966730621909262, 3.6642074401653786, 1.6544426716177312]","[20.08529650621534, 124.78981683229682, 2.350072977559743]","[-29.91470349378466, -5.567340686913518, -5.962864141013766, -5.7571305825714, -5.564031512682352, -5.84333070441521, -4.818948792928324, -9.189659839467843, -9.838577605015441, -9.555628858170182, -9.368232654909537, -9.602507370180353, -8.29995993245087, -46.245893295599586, -49.819864057828156, -48.87412894752237, -47.09883382331302, -47.89187925677298, -40.98361403108173, -99.27811617158213, -55.17546067060812, -82.83898059838624, -98.45406921407178, -99.71708943068543, -99.99983780056326]"
"[2.196333778062357, 2.2370385349496016, 1.9375881793376726, 1.7178084802481988, 2.1538670189293616]","[10.242635991527191, 147.63849651813035, 10.51706659952562]","[-39.757364008472805, -5.645252944070164, -5.518715902536002, -5.064595438849566, -4.824714183077244, -5.524163804370806, -3.1031767904576224, -9.263253356766281, -9.188774352583845, -8.0114897314807, -8.000377302798364, -9.096729135035735, -4.778886282058917, -46.12432961655909, -48.94971871705054, -42.67778522967926, -47.19078976009983, -46.08356629359668, -27.06888636187386, -98.16032531920655, -52.80958382923818, -82.52660805503578, -98.33899511199397, -99.70067913186959, -99.99941878235003]"
"[13.84424847377241, 9.768121949232585, 8.71111029047147, 7.079560753404372, 5.297477472420019]","[44.70051893930086, 120.0624670176157, 0.1476645307251795]","[-5.2994810606991365, -6.072938755434086, -6.14929058253536, -6.074496094315723, -6.025892760574708, -6.102794850986277, -5.670075033394801, -9.913453557514615, -9.968704917446017, -9.917945061673946, -9.92070779765466, -9.93500304463426, -9.704247456795343, -49.8583737930381, -49.98939148782589, -49.91168590741625, -49.880661300014545, -49.89187367261702, -49.518241084338534, -99.92760052185227, -55.25616181959864, -82.87199435361165, -98.476306619083, -99.70789663354235, -99.99996907616944]"
"[4.9545163129948175, 2.770490838055861, 3.533782985096818, 2.8077501816775388, 2.408331760500347]","[16.474872078325383, 132.5092998582142, 2.5211156771042846]","[-33.52512792167462, -5.823597067113784, -5.858795065304392, -5.621802152700692, -5.469443546789983, -5.804549279318412, -4.615551912350364, -9.57535943931478, -9.729585205159463, -9.337460782503822, -9.34153117168092, -9.572736575172978, -8.034016410078625, -48.438630651268895, -49.797749104046545, -48.31740335089093, -49.092650946467664, -48.43462573611545, -42.90817813228504, -99.64409618431492, -54.40633598381325, -82.80089249695021, -98.4341200470815, -99.71590665551406, -99.99977964638425]"
"[4.276505353642448, 2.7389214169027922, 3.4043168450260213, 1.8686478835384357, 3.187053522334762]","[15.475445021444457, 144.52562759473784, 3.1210382255684355]","[-34.52455497855554, -5.931981198547484, -5.8068069334729335, -5.551160848547671, -5.404355659512535, -5.7810201329316415, -4.107079580648412, -9.771285456615914, -9.659322937043752, -9.164416409394603, -9.2392452346057, -9.474173668056398, -7.416974849784767, -49.35989364118007, -49.61020972352037, -47.673803539788885, -49.32796850311803, -48.341530370327504, -41.96929388053903, -99.4697375168656, -53.389881849184846, -82.77970069035835, -98.42476953751691, -99.71474116751232, -99.9997021963306]"
"[11.32118203415988, 7.717719971262478, 7.032773455393, 4.966331495768084, 4.396506893173594]","[35.43451384975704, 121.080926667983, 0.30564941295014747]","[-14.565486150242961, -6.0308829328060405, -6.113991564909325, -6.026165315681078, -5.961830320217201, -6.053957150557793, -5.478049714891717, -9.87363333453899, -9.946584165849352, -9.866949461346183, -9.867981242788677, -9.891010903178218, -9.499945422393303, -49.74734283697643, -49.96118044119823, -49.80983170403877, -49.75364099579022, -49.777506055050694, -49.00611977825532, -99.89801655358397, -54.81442032235698, -82.86777559360297, -98.47426794512712, -99.70830794274642, -99.99994604943252]"
"[9.380837320333796, 7.1063859566825025, 5.332038993310708, 6.024317495733288, 2.678706130949333]","[30.522285897009628, 117.43976554598628, 0.5823819574663325]","[-19.477714102990372, -5.848821608711426, -6.097416318144232, -5.964213911798104, -5.873789056994036, -6.004106761595524, -5.364559416216621, -9.685046725306288, -9.941321904808122, -9.8266453299447, -9.757279569735148, -9.849391732813476, -9.338278033673785, -49.07646460823494, -49.97150586035117, -49.72542908193895, -49.30490986403149, -49.50742020860634, -47.844081773514624, -99.72149805585873, -55.929078872104114, -82.86285789639807, -98.47213568082336, -99.70254398119579, -99.99993928884474]"
"[6.159408153056851, 3.9373447268576536, 4.793183050812587, 2.7980512522506475, 3.798531650035181]","[21.48651883301292, 137.04032525840137, 1.1450992211230355]","[-28.51348116698708, -5.994426177936888, -5.954156374331551, -5.812390185388702, -5.676040191729821, -5.927635316207216, -4.866165169528985, -9.83093844258829, -9.835368071955216, -9.601500595573981, -9.630029355454845, -9.737733055879657, -8.725643159472789, -49.59471068486942, -49.86380347442913, -49.17460337695165, -49.63624363334574, -49.33884580678511, -46.85096658177976, -99.77018726888107, -53.89500857316274, -82.83534268568131, -98.45404364970551, -99.71552260923787, -99.99985341499503]"
"[9.229159856164184, 5.374841815342544, 3.4837919895314657, 3.7597280556762644, 2.47716999938564]","[24.3246917161001, 116.1365676229427, 1.2167972836949474]","[-25.6753082838999, -5.831284918230222, -6.042675779520954, -5.865365609030564, -5.8394534009134125, -5.866314661887644, -5.040047350705798, -9.608112602174693, -9.874256673622964, -9.669595604112487, -9.667155541231464, -9.701473774389541, -8.78359768494531, -48.64938221426958, -49.866453948066294, -49.282730224150995, -48.80554366291548, -48.96895980697689, -45.79230170228593, -99.67363040372953, -56.01482410510317, -82.85680945210399, -98.47074641450264, -99.69881985161517, -99.99987619407014]"
"[2.713260765607147, 2.3286026888599567, 2.0539194026905903, 1.8653007246303495, 1.0045135988090708]","[9.965597180597115, 125.2302903390107, 14.036096150016164]","[-40.034402819402885, -5.151383094166199, -5.646599417023544, -5.3195293446883305, -4.9861959576633215, -5.525585850896019, -3.623897763141003, -7.689000129885478, -9.387303654013545, -8.44254202681112, -8.231739666372459, -8.817442110011813, -4.3416045490154875, -31.12237158971851, -49.300050931528546, -42.789765062973316, -36.23599580680619, -39.54585544105751, -1.4055584332721622, -97.96912283289595, -53.91797281480594, -82.63966697123942, -98.38110735342345, -99.7027185651474, -99.99946270088056]"
"[12.009198221890992, 8.037100521681673, 7.552441013786987, 5.8550494288605455, 4.159159547875077]","[37.61294873409527, 119.86696987373766, 0.2647124526866056]","[-12.38705126590473, -6.013646521918879, -6.1244929349625306, -6.03865381029761, -5.968804427389642, -6.07034502833017, -5.548512706427419, -9.861792535427819, -9.955784201416542, -9.885726208616267, -9.87824150150447, -9.905246296363993, -9.56731849538506, -49.71744114901142, -49.982064647122364, -49.84861021649606, -49.755873821583606, -49.79855667672477, -49.10229960804198, -99.88313108124726, -55.05277346841835, -82.86910868998775, -98.47491777884973, -99.70986490025038, -99.99995556658274]"
"[10.278092988083294, 6.881220384109447, 8.601550179273787, 10.408833101346877, 5.4098791601857]","[41.57957581299911, 145.44256249119084, 0.16471044157091752]","[-8.42042418700089, -6.0763827322702815, -6.089968930689294, -5.933292168831722, -5.838853250667255, -6.095488493586629, -5.576605976714562, -9.91716873715818, -9.946720464941333, -9.882346123567945, -9.865476865399888, -9.94464562849298, -9.71390605403304, -49.86907681732316, -49.97534889151634, -49.90077457667414, -49.95610138642351, -49.91627453476639, -49.58073198646216, -99.92377865013749, -55.23426971388236, -82.86562679142527, -98.47190905910601, -99.71726498038794, -99.99996648779789]"
"[13.74560535307934, 9.639351345841181, 8.74595325924599, 6.986901192018802, 5.037746242242065]","[44.15555739242738, 119.94629306749714, 0.15768711092261317]","[-5.844442607572617, -6.061335711163439, -6.147643171895864, -6.0735789829457305, -6.018841155003898, -6.101941632977654, -5.6623913204301894, -9.90514473214233, -9.968069073682857, -9.916906181396733, -9.915507075116102, -9.93290603123069, -9.693312696172681, -49.83840400010796, -49.989443601416376, -49.908176969387256, -49.86311716997341, -49.88250438949251, -49.47504141728968, -99.92003264479648, -55.17789858845258, -82.87186573520239, -98.47633358340985, -99.70834114970239, -99.9999683077805]"
"[6.058749866181621, 3.9913539033539567, 4.373183279040603, 5.8738764844012845, 3.3764521193285737]","[23.673615652306037, 141.2423480105642, 0.8739612262377969]","[-26.326384347693963, -5.954769615421557, -5.966011527517719, -5.673465075670899, -5.563032547347227, -5.917739729206712, -4.989952503775502, -9.7791449189433, -9.847117206907814, -9.626046468252907, -9.602829921209517, -9.806813425508478, -9.100985265635444, -49.41861642963326, -49.897461917884584, -49.44582437618817, -49.76597445305146, -49.55332819511153, -47.888773583540036, -99.79754083487694, -55.16064237311269, -82.83516839134658, -98.4531226482529, -99.71571015987256, -99.99989088489428]"
"[4.713505268725022, 3.6337523262892533, 3.0844941023873886, 2.4404908515499106, 2.1392414994082616]","[16.011484048359836, 122.22210696314244, 2.9917183359368793]","[-33.98851595164017, -5.767842457037604, -5.901836290697605, -5.697839561660715, -5.583774472237968, -5.780111780264727, -4.551849283595011, -9.453492310701577, -9.74819166929469, -9.347120431321732, -9.434450234488706, -9.51012603434404, -7.738830650249442, -47.700628751833364, -49.688225896730636, -48.0837989727126, -48.039785124896284, -47.95580693855162, -40.762058662408826, -99.55808601871647, -54.72721760297247, -82.80430568630871, -98.44569045025203, -99.7047527819594, -99.99975565736516]"
"[3.6584459920277945, 2.8243356384414575, 1.9676028316061493, 2.2640804461214747, 1.1956428203232308]","[11.910107728520108, 118.59207128304456, 8.684689273938051]","[-38.08989227147989, -5.334591020552016, -5.809794876344892, -5.453242970637899, -5.316883179442732, -5.541866933878478, -3.96291677861225, -8.360552356367577, -9.600735112374197, -8.8167272791789, -8.733166109555253, -9.028730230462944, -5.812315488794165, -38.692337924459366, -49.60338739250449, -45.35008458232389, -41.53039767780676, -43.06482306644337, -20.08011569229312, -98.57643393360534, -55.240860199536186, -82.74339146905523, -98.42421232318073, -99.6980809788704, -99.99958953214268]"
"[4.021497032074459, 3.2983612582465156, 2.361885869408822, 3.2603604249534937, 1.0797158400889462]","[14.021820424772235, 122.4250386299084, 6.747224871753168]","[-35.97817957522776, -5.154375402431231, -5.868075233928653, -5.531663402983212, -5.27699532442831, -5.668571228628023, -4.181997143725162, -8.136040679660987, -9.72900372801909, -9.165407516944079, -8.59281231475487, -9.230585312105037, -6.5928629053532966, -37.25619243216511, -49.17019590709799, -47.210395476923395, -40.88203548605384, -44.034064631060886, -23.661430979044123, -98.32376816270092, -55.59547721939519, -82.77475001822665, -98.43399312824819, -99.70009455133481, -99.99972212108534]"
"[4.400827775271161, 4.349159780591411, 5.0253375014773205, 2.9734797558365447, 3.662601869344835]","[20.411406682521267, 150.9644209505171, 1.3009211452945642]","[-29.588593317478733, -5.96058456710294, -5.863495401861369, -5.728036205293006, -5.467610084915797, -5.943323379938981, -4.861963895280626, -9.786679061526288, -9.785879843591312, -9.554314309979647, -9.497125704148697, -9.796149471290162, -8.710387126956679, -49.399837859988665, -49.87070032208579, -49.1126222146624, -49.67602802359621, -49.48437438349876, -46.75041161044365, -99.55529269281939, -53.55094526322752, -82.80597356204787, -98.44062775235122, -99.7054158138761, -99.99985477244486]"
"[7.600449827266274, 7.296505586006723, 6.463288379227368, 6.8859550023085765, 6.109953615734769]","[34.356152410543714, 142.47001865935977, 0.2709170556580207]","[-15.643847589456286, -6.099007995912229, -6.06044554186284, -5.91780925144579, -5.851211298133147, -6.058692158224382, -5.407450841500285, -9.91847114753918, -9.929832776135722, -9.830445656130435, -9.82247072137001, -9.922960167826613, -9.569554520960564, -49.8619247417522, -49.9727226873366, -49.818790698212844, -49.927084583326575, -49.890587751450624, -49.38782631473621, -99.85064042201904, -55.354830003373216, -82.85764446095163, -98.47091284353405, -99.70051226003834, -99.99995202418215]"
"[2.5861990730023994, 1.695775983069252, 2.4084234898064683, 1.5128376897418492, 2.320946265319569]","[10.524182500939538, 154.3322425871007, 9.866639288475191]","[-39.47581749906046, -5.763973356226589, -5.4793345022261954, -5.09358972721884, -4.751070170420154, -5.576375337224422, -3.0868792700819383, -9.511642315403993, -9.136313072909681, -8.049669600445958, -7.97018022771278, -9.037952004691622, -4.806938174057249, -47.87988762699978, -48.917213567438125, -42.91527718731287, -47.2646259135786, -45.90550068711523, -27.99617564148995, -98.66437924534586, -52.25315189874245, -82.5882355377179, -98.31298866839245, -99.7079985921101, -99.99938908274477]"
"[11.356016300706717, 7.638121041450947, 5.52069440556968, 5.194306967780813, 1.3962255063180502]","[31.105364221826203, 112.29059406149884, 1.7676388591471763]","[-18.894635778173797, -5.3145503742677365, -6.1156129205999035, -5.999028102996895, -5.562258382784678, -5.961805343652692, -4.8392089714601365, -8.932305376269044, -9.901774381676702, -9.83231285696645, -9.169542999769666, -9.595618769368263, -8.206549717444883, -44.85183580416131, -49.63219111827249, -49.52030785836443, -45.91600998112507, -47.90559610762077, -40.74364005613737, -99.03140670901956, -55.95330371726751, -82.86600641795441, -98.48486254683088, -99.70451049962271, -99.99988598258507]"
"[7.147468313274779, 4.5775809771918095, 4.205461054456881, 4.233501487453917, 1.715775852706309]","[21.879787685083695, 118.3528670771409, 1.829272694257194]","[-28.120212314916305, -5.587288659877671, -6.019651427854037, -5.846339417925603, -5.655762250027244, -5.908064782091369, -4.956008361382548, -9.25099111881043, -9.885023286100942, -9.670756867778422, -9.418686177830295, -9.67814626869104, -8.577945859618522, -46.694511806113056, -49.839993675439075, -49.226115261083095, -47.455241032344496, -48.358383408014554, -42.77880024244984, -99.331785299803, -55.564733046840146, -82.84604767808807, -98.46334630830891, -99.7102492899253, -99.99988088804388]"
"[6.05155522957616, 4.815721517780685, 5.2922846174912195, 3.4304277804941177, 4.262667988385878]","[23.852657133728062, 138.37464258337107, 0.7986323312482682]","[-26.147342866271938, -6.029576284675909, -5.975935895435764, -5.8468213722264375, -5.706372087542667, -5.976499435054589, -5.052764570481678, -9.854576368216094, -9.864868058561218, -9.681080411476936, -9.684668382109628, -9.814777474640737, -9.033982156139986, -49.667098121658576, -49.93234518678192, -49.43653828213276, -49.81847945476661, -49.59110377375682, -47.89867370228506, -99.77473453400134, -54.21525908484256, -82.83941657900382, -98.4579011836568, -99.71078147847807, -99.99989033653104]"
"[5.875989772533816, 4.405371824751608, 5.0739769466202596, 5.883696350632477, 4.062798902145483]","[25.301833796683646, 148.13045646093738, 0.7047849745427777]","[-24.698166203316354, -6.010976995089027, -5.961131551294107, -5.709151306086646, -5.5745110395221715, -5.978594869754151, -5.072392433249201, -9.835018638473866, -9.852674131352602, -9.66943355056246, -9.630287504683345, -9.85740943396139, -9.220170199219709, -49.61348707801238, -49.91222530826389, -49.547294904577214, -49.79584855799243, -49.71011033004045, -48.43271575161158, -99.75988137699552, -54.89679904202054, -82.83613088876659, -98.45375048497945, -99.71468080237977, -99.99990762816965]"
"[5.51185072906647, 4.537084634911275, 2.352951029261074, 2.2153669951543913, 1.2428902611940844]","[15.860143649587293, 115.10836922866261, 6.080030974879907]","[-34.13985635041271, -5.362830784737303, -5.884234047581957, -5.680350367871872, -5.492990807174725, -5.638400928535762, -4.224021424235488, -8.50575427856807, -9.661886232515046, -9.263587874893528, -8.73543710248399, -9.215399001728631, -6.548514997469107, -40.249080542642474, -49.47636421290966, -47.08777954092825, -41.19559038053235, -44.37326785068218, -25.698577469872685, -98.71399022669387, -55.5020581694423, -82.82243045280346, -98.45996634633869, -99.68898527062785, -99.99967772834708]"
"[2.787026684456122, 2.0137244470458953, 1.7438094314064212, 1.6310982343262883, 1.526167946454325]","[9.701826743689052, 126.87005455437898, 12.227832206944802]","[-40.298173256310946, -5.5662709219164395, -5.635652845506901, -5.2135387907825, -5.09891940557697, -5.415551452608176, -3.339224700024226, -8.875979941386934, -9.303736674673964, -8.063421072043104, -8.316900333330148, -8.699066466296758, -4.201809957765194, -43.056420962424525, -49.092020462995535, -41.55835708735805, -45.87281206934089, -42.40763596267737, -16.455336513099738, -98.9557150182747, -53.789629216836374, -82.62960043431057, -98.37132682861474, -99.70368555948497, -99.99935757842617]"
"[2.5785252318169762, 1.683351561366791, 2.408970751963934, 1.5286131701814862, 2.3094687821874413]","[10.508929497516629, 154.62667586451082, 9.912320970023938]","[-39.49107050248337, -5.762318473727003, -5.474274163965255, -5.090474851846285, -4.739794288557579, -5.575919388582531, -3.092718261377148, -9.504569515957414, -9.128002214090683, -8.040614830362456, -7.948779644104155, -9.041884781158306, -4.816228037582294, -47.83699376390637, -48.90239059363842, -42.901554216364445, -47.22999160356713, -45.91479085097811, -27.995567473906263, -98.66149297455274, -52.23494371946903, -82.58590870653809, -98.31008720097212, -99.70775478948148, -99.99938877534854]"
"[8.917750167013692, 9.413630472028533, 9.25259685684891, 8.9003997938111, 6.719719486435779]","[43.204096776138016, 148.48892613565687, 0.13914634906080664]","[-6.795903223861984, -6.117494680499822, -6.0882993171055615, -5.98633784111814, -5.89829719921276, -6.11815215991381, -5.632607170842216, -9.936782774497727, -9.951493161664066, -9.897003112440448, -9.879702984986393, -9.96014854003229, -9.736626912475712, -49.907429275654756, -49.985295173892894, -49.9124335744783, -49.96228324946551, -49.94818504783223, -49.66999900636204, -99.89374769809095, -54.97492549220725, -82.86503041389426, -98.47280193247704, -99.69495020917924, -99.99997210196754]"
"[9.896595843796998, 9.88502433093885, 9.550573338895074, 9.570209384502245, 6.432520016353641]","[45.33492291448681, 142.7659302394514, 0.11951370612262859]","[-4.66507708551319, -6.111416465200952, -6.108615329042367, -6.01255290622394, -5.935673521849075, -6.125805639244297, -5.682410825875559, -9.935694634271233, -9.959452289023828, -9.910762292315498, -9.898224391779156, -9.9602460361517, -9.762654181236101, -49.90662134699638, -49.988422838457964, -49.92621823192454, -49.9699031705781, -49.946336662558984, -49.692928583779796, -99.92039565919184, -55.14010164018794, -82.86764797997452, -98.47416099229359, -99.69835050266948, -99.99997520763303]"
"[3.0097768422196762, 2.7324008975714045, 2.7796989217137775, 2.195726731060547, 2.9945293369901704]","[13.712132729555575, 150.16542796695478, 4.409636100995976]","[-36.28786727044442, -5.826041119059706, -5.6944548891991, -5.358586388415541, -5.157684252570565, -5.736066417449497, -3.8620103168437434, -9.632468574211137, -9.523713726685049, -8.87139463554613, -8.844199077829776, -9.496490594457317, -7.046291005355779, -48.61422419780462, -49.53642587695463, -46.91260842180789, -48.7881288239978, -48.384570372609254, -40.4925733750145, -99.02050039263555, -53.69862290996538, -82.69822792151115, -98.39629459117171, -99.70830040481539, -99.99966737651751]"
"[7.916412782401608, 6.822617683947271, 7.436003683911821, 6.892478197045451, 5.568329611816522]","[34.63584195912267, 144.14086285884196, 0.2613428272586334]","[-15.364158040877328, -6.085107171559205, -6.053880825892651, -5.923749081209264, -5.827888743502858, -6.077560611354585, -5.471750807413775, -9.911013236846113, -9.928502876073646, -9.841570800196944, -9.82326171558723, -9.9286353327656, -9.589057095106089, -49.84512143240762, -49.97299619547069, -49.83017566272346, -49.930365259203484, -49.88785594875238, -49.37023562797117, -99.87314555539095, -54.94780660922157, -82.85882655300396, -98.4688331094128, -99.70865369093468, -99.99995467738941]"
"[8.557737370823691, 4.57178136617656, 3.241120769300225, 3.6430315283863646, 1.290122974806667]","[21.303794009493505, 114.49502229436219, 3.2901964184011057]","[-28.696205990506495, -5.329058749172207, -6.034821841379328, -5.82311414320455, -5.5695244564184, -5.816537207951513, -4.636357919136345, -8.702818357506853, -9.862108543687352, -9.59658923800545, -8.98011436331678, -9.466201696270522, -7.66978017287127, -42.649258926520474, -49.672024670118574, -48.77247699744798, -44.085526620610764, -46.55490285866149, -35.185951135048484, -98.83903575915429, -56.126108625353396, -82.85031049475835, -98.46845510702416, -99.70254542373054, -99.9998289069997]"
"[4.501419168770106, 5.63536535544244, 3.3623665607390842, 4.151833146846021, 3.1696102556520462]","[20.820594487449696, 134.33985820067977, 1.2520569883124244]","[-29.179405512550304, -5.931355182912434, -5.940260602841448, -5.7357557121605645, -5.633934636570149, -5.869465374671504, -4.9022496121588235, -9.712973087931298, -9.83686918907885, -9.564843451213449, -9.578280063890375, -9.767640063337227, -8.79877675398094, -49.101696843603435, -49.90198657516571, -49.17661059262027, -49.719303492811555, -49.380595104635105, -46.78550846614915, -99.57347236757937, -55.49571934383099, -82.81273654905294, -98.45733878438264, -99.67963751430739, -99.99987341800893]"
